Name,Year,Actors
Born to Be Wild,1995,"Wil Horneff, Helen Shaver, John C. McGinley, Gregory Itzin, Peter Boyle, Alan Ruck, Titus Welliver, Obba Babatunde, Marvin J. McIntyre, Janet Carroll, Thomas F. Wilson, Jean Marie Barnwell, John Procaccino, David Wingert, John Pleshette, Keith Swift, Michael MacRae, Bruce Wright, David MacIntyre, Bob Cea, John Billingsley, Sarah Brooke, Jordan Michelman, Burton Gilliam, Troy Evans, Sandra Lee Dejong, Larry Albert, Amy Scott, Chad Lindberg, Drake Collier, Peter Abrahamson, Bill Barretta, Debbie Lee Carrington, Don McCleod, Karyn Malchus, Talia Paul, Don Brady, Doris Bloom, Michael Edward Baker, Anton J. Schneider, Frank Welker, Michael Taylor Donovan, Leif Tilden, Monica Hart"
The Long Island Incident,1998,"Mackenzie Astin, Laurie Metcalf, Peter MacNeill, Tyrone Benskin"
Bulworth,1998,"Sean Astin, Don Cheadle, Laurie Metcalf, Amiri Baraka, Jack Warden, Christine Baranski, George Hamilton, Wendell Pierce, Isaiah Washington, Oliver Platt, Warren Beatty, William Baldwin, Paul Sorvino, Halle Berry, Kimberly Deauna Adams, Vinny Argiro, Michael Clarke Duncan, Nora Dunn, Scott Michael Campbell, Joshua Malina, Sarah Silverman"
Washington Square,1997,"Judith Ivey, Ben Chaplin, Jennifer Garner, Jennifer Jason Leigh, Albert Finney, Maggie Smith, Arthur Laupus, Rachel Osborne, Nancy Daly, Scott Jaeck, Sara Ruzicka, Lauren Hulsey, Betsy Brantley, Robert Stanton, Sara Constance Marshall, Peter Maloney, Rachel Layne Sacrey, Marissa Anna Muro, Loretto McNally, Eva Jean Berg, David Hildebrand, James J. Waltz, Peter Klaus, Jack Lilley, Janet Paparazzo, Emily Allyn Barth, Brandi Burkhardt, Mike Campbell, Will Dinsmoor, Katie Whicker"
The Patriot,2000,"Mel Gibson, Joely Richardson, Jason Isaacs, Chris Cooper, Tom Wilkinson, Trevor Morgan, Gregory Smith, Tchéky Karyo, Heath Ledger, Terry Layman, Leon Rippy, Jay Arlen Jones, Adam Baldwin, Rene Auberjonois, Donal Logue, Lisa Brenner, Logan Lerman, Joey D. Vieira, Mika Boorem, Skye McCole Bartusiak, Bryan Chafin, Mary Jo Deschanel, Jamieson Price, Peter Woodward, Grahame Wood, Beatrice Bush, Shan Omar Huey, Hank Stone, Kirk Fox, Jack Moore, Mark Twogood, Colt Romberger, Shannon Eubanks, Bill Roberson, Charles Black, Andrew Stahl, Kristian Truelsen, Kanin Howell, Mark Jeffrey Miller, Zach Hanner, Dara Coleman, Randell Haynes, John Storey, Greg Good, John F. Dzencelowcz II, John Curran, Kyle Richard Engels, John Bennes, Roy McCrerey, P. Dion Moore, Tyler Long, John H. Bush, Gil Johnson, Scott Miles, Derrick B. Young, Le Roy Seabrook, Samuel Brown Jr., Samuel Brown Sr., Lillie L. Harris, Braima Moiwai, Patrick Tatopoulos, Michael E. Rodgers, Tim Adair, Shane Ayon, Ryan Baber, Brad Batchelor, Tasha Biering, Lonnie Burchfield, Lonnie Burchfield, Lonnie Burchfield, Kathryn Burns, Robert Cannon, Tad Carr, Tad Carr, Brian Patrick Catalano, Joseph Congema, Joseph Congema, Casey Cunningham, Sam Edens, Sam Edens, Sam Edens, Will Finch, James Furey, Dennis Gomez, Michael Mario Good, Dale Gould, Dale Gould, Mark Hale, Lee Hardin, C. Michael Haynes, Matthew Helms, Kevin R. Hershberger, Eric Holloway, Alex Houvouras, Patric Johnstone, Patrick G. Keenan, Kevin P. King, Kevin P. King, Gary Lane, Larry Lane"
The Adventures of Sebastian Cole,1998,"Adrian Grenier, John Shea, Margaret Colin, Clark Gregg, Aleksa Palladino, Joan Copeland, Gabriel Macht, Tom Lacy, Herbert Russell, Marni Lustig, Famke Janssen, Nikki Uberti, Nicole Ari Parker"
Shadrach,1998,"Andie MacDowell, Harvey Keitel, Martin Sheen, Scott Terra, John Franklin Sawyer, Deborah Hedwall, Darrell Larson, Ginnie Randall, Muse Watson, Doug Chancey, Alice Rogers, Jonathan Parks Jordan, Michael Ruff, Erin Underwood, Daniel Treat, Monica Bugajski"
Corrupt,1999,"Ice-T, Silkk the Shocker, Ernie Hudson Jr., Vincent Klyn, T. J. Storm, Romany Malco, Karen Dyer, Tahitia Hicks, Tarsha Nicole Jones"
The Love Letter,1999,"Ellen DeGeneres, Tom Selleck, Blythe Danner, Kate Capshaw, Tom Everett Scott, Julianne Nicholson, Bill Buell, Gloria Stuart, Margaret Ann Brady, Erik Jensen, Jessica Capshaw, Breanne Smith, Marilyn Rockafellow, Geraldine McEwan, Jack Black, Walter Covell, Patrick Donnelly, Alice Drummond, Lucas Hall, Christian Harmony, Christopher Nee, Sasha Spielberg, Kelly Hawthorne, Sarah Sampson, Katrina Romanoff"
Ever After,1998,"Megan Dodds, Judy Parfitt, Dougray Scott, Jeanne Moreau, Lee Ingleby, Melanie Lynskey, Drew Barrymore, Patrick Godfrey, Timothy West, Jeroen Krabbé, Anjelica Huston, Richard O'Brien, Anna Maguire, Kate Lansbury, Jean-Pierre Mazieres, Matyelok Gibbs, Walter Sparrow, Peter Gunn, Joerg Stadler, Andy Henderson, Toby Jones, Virginia García, Al Hunter Ashton, Mark Lewis, Howard Attfield, Ricki Cuttell, Ricardo Cruz, John Walters, Elizabeth Earl, Alex Pooley, Janet Henfrey, Ursula Jones, Amanda Walker, Rupam Maxwell, Tony Doyle, Christian Marc, Elvira Stevenson, Erick Awanzino, Susan Field, François Velter, Dominic Rols"
Nurse Betty,2000,"Renée Zellweger, Chris Rock, Greg Kinnear, Sung-Hi Lee, Morgan Freeman, Pruitt Taylor Vince, Tia Texada, Allison Janney, Aaron Eckhart, Crispin Glover, Elizabeth Mitchell"
Britannic,2000,"Ben Daniels, Edward Atterton, Jacqueline Bisset, John Rhys-Davies, Bruce Payne, Amanda Ryan"
Two of Us,2000,"Jared Harris, Aidan Quinn"
Star Trek: Insurrection,1998,"Jonathan Frakes, LeVar Burton, Stephanie Niznik, Anthony Zerbe, Michael Welch, Daniel Hugh Kelly, Donna Murphy, Patrick Stewart, Brent Spiner, Michael Dorn, Marina Sirtis, Gates McFadden, Michael Horton, F. Murray Abraham, Armin Shimerman, Mark Deakins, Gregg Henry, Breon Gorman"
Three Wishes,1995,"Mary Elizabeth Mastrantonio, Joseph Mazzello, Patrick Swayze, Michael O'Keefe, John Diehl, Jay O. Sanders, Diane Venora, David Marshall Grant, David Zahorsky, Seth Mumy"
Diamond Men,2000,"Robert Forster, Donnie Wahlberg, Bess Armstrong, George Coe, Kristin Minter, Jasmine Guy, Shannah Laumeister, Kateri Walker, Paul Price, Nikki Fritz, Jeff Gendelman, Douglas Allen Johnson, KaDee Strickland"
Restaurant,1999,"Adrien Brody, Elise Neal, Catherine Kellner, Jesse L. Martin, David Moscow, Malcolm-Jamal Warner, Simon Baker, Lauryn Hill, John Carroll Lynch, Michael Stoyanov, Elon Gold, Lori Heuring, Avery Waddell, Sybil Temchen, Vonte Sweet"
Sabrina,1995,"Julia Ormond, Harrison Ford, Greg Kinnear, Angie Dickinson, Richard Crenna, Nancy Marchand, Lauren Holly, Fanny Ardant, John Wood, Valérie Lemercier, Elizabeth Franz, Dana Ivey, Paul Giamatti, Patrick Bruel"
Witness Protection,1999,"Mary Elizabeth Mastrantonio, Tom Sizemore, Forest Whitaker"
The End of the Affair,1999,"Stephen Rea, Ralph Fiennes, Julianne Moore, James Bolam, Samuel Bould, Heather-Jay Jones, Jason Isaacs, Ian Hart, Simon Fisher Turner, Deborah Findlay, Cyril Shaps, Jack McKenzie, Penny Morrell, Nicholas Hewetson, Nic Main"
"I Love You, I Love You Not",1997,"Jeanne Moreau, Claire Danes, Jude Law, James Van Der Beek, Julia Stiles, Robert Sean Leonard, Kris Park, Lauren Fox, Emily Burkes-Nossiter, Carrie Szlasa, Natasha Wolff, Bethany Joy Lenz-Galeotti"
Next Stop Wonderland,1998,"Hope Davis, Alan Gelfant, Cara Buono, Philip Seymour Hoffman, Holland Taylor, Robert Klein, Ken Cheeseman, H. Jon Benjamin, Callie Thorne, Victor Argo, Luz Alexandra Ramos, Pamela Hart, Robert Stanton, Jason Lewis, Roger Rees, Paul Wagner, José Zúñiga, Sam Seder, Diane Beckett, Jeremy Geidt, Dave Gilloran, Emma Shaw, Kemp Harris, Neil Gustafson, E. Katherine Kerr, Jack Sweet, Paula Lyons, Arnie Reisman, Betsy Nally, Bronwyn Sims, Renita Gale, Paula Plum, Greg Watson, Bob Larkin, Alan Hoewitz, Todd Robinson, Walter Kraus, Jimmy Tingle, Wayne Pretlow, Lyn Vaus, Ernest Thompson, Charley Broderick, Lawrence Gilliard Jr., Aleksander Wierzbicki, Andrea Grano, Lori Haims, Elizabeth Lindsey, Frank T. Wells, Steve Sweeney, James O'Connell, Melinda Lopez, Sandi Carroll, Winston Bramen, Ed Regine, Will Le Bow, Eric Roemele, Tom Cotter, D.W. Ferranti, Charles Laquidara, Eric Ruben, Ken Mason, Scott Richards, Al Ducharme, Bob Druwing, Jon Alex, Erin Ferdinand, Adriana Giangregorio, Dennis Lynch, Frank Ridley"
The Bone Collector,1999,"Denzel Washington, Angelina Jolie, Queen Latifah, Luis Guzmán, Ed O'Neill, John Benjamin Hickey, Leland Orser, Michael Rooker, Mike McGlone, Zena Grey, Bobby Cannavale, Richard Beman, Olivia Birkelund, Gary Swanson, Frank Fontaine, James Bulleit, Daniel Brochu, Desmond Campbell, Christian Veliz, Mercedes Gómez, Mary Hammett, Amanda Gay, Steve Adams, Larry Day, Burke Lawrence, Terry Simpson, Eric Davis, Arthur Holden, Yahsmin Daviault, Keenan MacWilliam, David Warshofsky, Mateo Gómez, Ted Whittall, Peter Michael Dillon, Jonathan Stark, Fulvio Cecere, Hal Sherman, Russell Yuen, Andy Bradshaw, Jean-Marc Bisson, Christopher Bregman, Sonya Biddle, Michael Arthur, Phillip Noyce, Todo Segalla, Andrew Semple, Sylvia Stewart"
What Dreams May Come,1998,"Robin Williams, Annabella Sciorra, Cuba Gooding Jr., Rosalind Chao, Jessica Brooks Grant, Max von Sydow, Josh Paddock, Werner Herzog, Matt Salinger, Lucinda Jenney, Maggie McCarthy, Wilma Bonet, Carin Sprague, June Carryl, Paul P. Card IV, Clara Thomas, Benjamin Brock, Joe Bartnick, James Cotner, Jared Dorrance, London Freeman, Alexander Kanellakos, Phaedra Neitzel, Nancy Dobbs Owen, Kellan Patrick, Paradox Pollack, Vanessa Ross, Scott Trimble"
If These Walls Could Talk 2,2000,"Sharon Stone, Ellen DeGeneres, Michelle Williams, Chloë Sevigny, Vanessa Redgrave, Paul Giamatti, Heather McComb, Mitchell Anderson, Marian Seldes, Kathy Najimy, Lucinda Jenney, George Newbern, Elizabeth Perkins, Nia Long, Natasha Lyonne, Regina King, Jenny O'Hara, Rashida Jones, Steffani Brass"
The Hurricane,1999,"Denzel Washington, Vicellous Reon Shannon, Deborah Kara Unger, Liev Schreiber, John Hannah, Dan Hedaya, Debbi Morgan, Clancy Brown, David Paymer, Harris Yulin, Rod Steiger, Badja Djola, Vincent Pastore, Al Waxman, David Lansbury, Garland Whitt, Chuck Cooper, Brenda Denmark, Marcia Bennett, Beatrice Winde, Mitchell Taylor Jr., Bill Raymond, Merwin Goldsmith, John A. MacKay, Donnique Privott, Moynan King, Gary DeWitt Marshall, John Christopher Jones, Gwendolyn Mulamba, Richard Davidson, George T. Odom, Tonye Patano, Fulvio Cecere, Phillip Jarrett, Rodney Bear Jackson, Judi Embden, Terry Claybon, Ben Bray, Michael Justus, Kenneth McGregor, Frank Proctor, Peter Wylie, David Gray, Joe Matheson, Bill Lake, Robin Ward, Harry Davis, Pippa Pearthree, Jean Daigle, Rob Evans, Scott Gibson, Ann Holloway, Bruce McFee, Conrad Bergschneider, Satori Shakoor, Zoran Radusinovic, Stephen Lee Wright, Michael Bodnar, Carson Manning, Debrah Ellen Waller, Richard Litt, Adam Large, Peter Graham, George Masswohl, Lawrence Sacco, David Frisch, Ralph Brown, Dyron Holmes, Ryan Williams, Bruce Vavrina, Brenda Braxton, Christopher Riordan, Guy Ale, Matt Graver, Michael Harkins, David Sparrow, Michael Stevens"
Let's Talk About Sex,1998,"Paget Brewster, Troy Beyer"
Firehouse,1997,"Richard Dean Anderson, Lillo Brancato Jr., Morris Chestnut, Edie Falco, Dean Winters"
Gravesend,1997,"Thomas Brandise, Michael Parducci, Tony Tucci"
The City,1998,"Joseph Rigano, Anthony Rivera, Harsh Nayyar, Fernando Reyes, Miguel Maldonado, Ricardo Cuevas, Marcos Martinez Garcia, Mateo Gómez, Cezar Monzon"
Rear Window,1998,"Christopher Reeve, Daryl Hannah, Robert Forster, Ruben Santiago-Hudson, Ritchie Coster, Anne Twomey, Ali Marsh, Maggie Kiley, Allison Mackie"
Braveheart,1995,"Mel Gibson, Sophie Marceau, Patrick McGoohan, Angus Macfadyen, Brendan Gleeson, Catherine McCormack, David O'Hara, James Cosmo, Ian Bannen, Peter Hanly, Brian Cox, Tommy Flanagan, Seán McGinley, James Robinson, Sean Lawlor, Alan Tall, Alun Armstrong, Sandy Nelson, Andrew Weir, Gerda Stevenson, Ralph Riach, Mhairi Calvey, Stephen Billington, Barry McGovern, John Kavanagh, Julie Austin, Alex Norton, Joanne Bett, Rupert Vansittart, Michael Byrne, Robert Paterson, Malcolm Tierney, William Scott-Masson, Dean Lopata, Dean Lopata, Tam White, Donal Gibson, Jeanne Marine, Martin Dunne, Fred Chiverton, Jimmy Chisholm, John Murtagh, David McKay, Peter Mullan, Martin Murphy, Gerard McSorley, Bernard Horsfall, Richard Leaf, Daniel Coll, Niall O'Brien, Liam Carney, Bill Murdoch, Phil Kelly, Martin Dempsey, Jimmy Keogh, Joe Savino, David Gant, Mal Whyte, Paul Tucker, John Burns, Declan Geraghty, Greg Jeloudov, Rana Morrison, Jer O'Leary, Derek Pykett"
Fear and Loathing in Las Vegas,1998,"Johnny Depp, Christina Ricci, Cameron Diaz, Craig Bierko, Mark Harmon, Christopher Meloni, Harry Dean Stanton, Benicio del Toro, Gary Busey, Gregory Itzin, Flea, Debbie Reynolds, Lyle Lovett, Ellen Barkin, Tobey Maguire, Penn Jillette, Katherine Helmond, Michael Jeter, Laraine Newman, Tim Thomerson, Michael Lee Gogin, Larry Cedar, Brian Le Baron, Michael Warwick, Tyde Kierney, Richard Riehle, Ransom Gates, Frank Romano, Gil Boccaccio, Gary Bruno, Richard Portnow, Steve Schirripa, Verne Troyer, Will Blount, Ben Yeagar, Christopher Callen, Benjamin A. van der Veen, Alex Craig Mann, Troy Evans, Gale Baker, Chris Hendrie, Larry Brandenburg, Donald Morrow, Jenette Goldstein, Stephen Bridgewater, Buck Holland, Mary Gillis, Jennifer Elise Cox, Robert Allen, David Brisbin, James O'Sullivan, Milt Tarver, Kathryn Alexander, Mia Babalis, Kristin Draudt, Kim Flowers, Nan Friedman, Judith Lieff, Tané McClure, Diana Mehoudar, Geoffrey B. Nimmer, Marlene Bologna, Chobi Gyorgy, Karen E. Castoldi, Lisa Hoyle, Joseph S. Griffo, Trudi Forristal, Ray Cooper, Kacee DeMasi, Eva Ford, Matthew Hurley, Bryce Ingman, Chris Kaniffe, Brian D. Kline, Walter Ludwig, Tony Mouleart, Warren Ross, Hunter S. Thompson"
A Price Above Rubies,1998,"Renée Zellweger, Julianna Margulies, Christopher Eccleston, Kim Hunter, Allen Payne, Glenn Fitzgerald, Edie Falco"
True Heart,1997,"Zachery Ty Bryan, Kirsten Dunst, Michael Gross, John Novak, Mark Acheson, August Schellenberg, Vincent Gale, Garvin Cross, Tom McBeath, Duncan Fraser, Ben Cardinal, Mitchell Kosterman, Dey Young, Darren Moore, Larry Musser"
Bullet,1996,"Tupac Shakur, Scott Glenn, Ted Levine, Mickey Rourke, Adrien Brody, Donnie Wahlberg, John Enos III, Suzanne Shepherd, Jerry Grayson, Peter Dinklage, Jermaine Hopkins"
Four Dogs Playing Poker,2000,"Olivia Williams, Balthazar Getty, George Lazenby, Stacy Edwards, Tim Curry, Forest Whitaker, Daniel London"
How Stella Got Her Groove Back,1998,"Angela Bassett, Taye Diggs, Whoopi Goldberg, Regina King, Glynn Turman, Richard Lawson, Suzzanne Douglas, James Pickens Jr., Michael J. Pagan, Lou Myers, Phina Oruche, Sicily, Phyllis Yvonne Stickney, Philip Casnoff, Barry Shabaka Henley, Carl Lumbly, Lee Weaver, Denise Hunt, Lisa Hanna, D'Army Bailey, Art Metrano, Tenny Miller, Andrew Palmer, Harold Dawkins, Kenneth Buckford, Simon Street, Craig Blake, Elisabeth Granli, Steve Danton, Elly McGuire, Selma Mcpherson, Fern Ward, Danny Glover, Lucinda Chrisman, Victor Garber, David C. Waite, David C. Waite"
New Jersey Drive,1995,"Saul Stein, Gabriel Casseus, Sharron Corley, Donald Faison, Christine Baranski, Gwen McGee, Andre Moore, Conrad Meertins Jr., Devin Eggleston, Koran C. Thomas, Michele Morgan, Samantha Brown, Robert Jason Jackson, Roscoe Orman, Heavy D, Gary DeWitt Marshall, Sean Squire, Ron Brice, Shawn McClean, Paul Schulze, Leslie Nipkow, Arthur J. Nascarella, Michael Tancredi, Blaze, Blaze, Emilio Mayes, Arabella Field, Richard Yanowitz, Oran 'Juice' Jones, T.K. Kirkland, Leslie Segar, Kellie Turner, Maurice Carlton, Monique Maxwell, Monet Dunham, James Michael McCauley, Teisha Panley, Damon Chandler, Andy Radcliffe, Ellsworth 'Cisco' Davis, Cecelia Antoinette, Matthew T. Gitkin, Harold Hunter, Victor María, David Butler"
American Tragedy,2000,"Christopher Plummer, Ving Rhames, Ron Silver, Bruno Kirby, Richard Cox, Raymond Forchion, Cordelia Richards, Francis Guinan, Jeff Kober"
Julian Po,1997,"Robin Tunney, Christian Slater, Cherry Jones, Michael Parks, Allison Janney, Frankie Faison"
Spin the Bottle,2000,"Heather Goldenhersh, Holter Graham, Michael Conn, Jessica Faller, Allison Gervais, April Harvey, Zachery Newland, Mitchell Riggs, Kristen Way, Todd Wheel, Kim Winter"
The Legend of 1900,1998,"Tim Roth, Pruitt Taylor Vince, Bill Nunn, Gabriele Lavia, Clarence Williams III, Peter Vaughan, Mélanie Thierry, Alberto Vazquez, Bernard Padden, Leonid Zaslavski, Femi Elufowojo, Luigi De Luca, Nigel Fan, Niall O'Brien"
The Deep End of the Ocean,1999,"Treat Williams, Whoopi Goldberg, Ryan Merriman, Michelle Pfeiffer, Jonathan Jackson, Cory Buck, Alexa Vega, Michael McGrady, John Roselius, Brenda Strong, K. K. Dodds, Lucinda Jenney, Rose Gregorio, John Kapelos, Tony Musante, Holly Towne, Michael McElroy"
Turn It Up,2000,"Ja Rule, Tamala Jones, Jason Statham, Pras, Patricia Velásquez, John Ralston, Chris Messina, Pras, Vondie Curtis-Hall, Eugene Clark"
Brooklyn Thrill Killers,1999,"Dan Fogler, Victor Millrose, Gene Silvers, Chip Zien, Felix Estepa, Lou Crescenzo, Natalio Polit, Ted Montuori, Evan Mathew Weinstein, Steve Alderfer, Anne Meara, Bruce Taylor, Marvin W. Schwartz"
Simon Magus,1999,"Seán McGinley, Rutger Hauer, Noah Taylor, Stuart Townsend, Embeth Davidtz, Zoe Buckman, Ian Holm"
The Passion of Ayn Rand,1999,"Peter Fonda, Helen Mirren, Eric Stoltz, Julie Delpy, Tom McCamus, Sybil Temchen"
Doomsday Virus,1996,"Daphne Zuniga, Stephen Root, Jane Leeves, Robert Loggia, Richard Dean Anderson"
Freaky Friday,1995,"Shelley Long, Gaby Hoffmann, Sandra Bernhard"
The Winter Guest,1997,"Phyllida Law, Emma Thompson, Sean Biggerstaff, Sheila Reid, Sandra Voe, Arlene Cockburn, Douglas Murphy, Gary Hollywood, Tom Watson"
Welcome to Sarajevo,1997,"Stephen Dillane, Woody Harrelson, Marisa Tomei, Goran Višnjić, Emily Lloyd, Kerry Fox, James Nesbitt, Emira Nusevic, Juliet Aubrey, Vesna Orel, Davor Janjic, Drazen Sivak, Gordana Gadzic, Igor Džambazov, Labina Mitevska, Sanja Buric, Izudina Brutus, Vladimir Jokanovic, Haris Secic, Kerry Shale, Majda Tusar, Miralem Zupcevic, Peter Kelly, Dijana Bolanca, Nino Levi, Berina Salijevic, Frank Dillane, Paige Brogan-Smith, Petre Arsovski, Viktorija Peceva, Nikolina Kujaca, Joana Popovska, Natali Rajcinovska, Brankica Jankoska, Dragan Marinković, Senad Bašić, Ines Hadzovic, Cesar Adi, Milan Plestina, Ines Fancovic, Haris Sarvan, Pejdah Dzevad, Che Grant, Alex Nikolic"
The Tale of Sweeney Todd,1997,"Ben Kingsley, Joanna Lumley"
Face of Evil,1996,"Tracey Gold, Shawnee Smith, Perry King, David Jensen, Don Harvey, Brigitta Dau, Mireille Enos, Joan Mullaney"
The Broken Hearts Club: A Romantic Comedy,2000,"Timothy Olyphant, Zach Braff, Dean Cain, Andrew Keegan, Nia Long, John Mahoney, Mary McCormack, Justin Theroux, Robert Arce, Michael Bergin, Chris Payne Gilbert, Nora Burns, John Brandon, Robert Peters, Christopher Wiehl, Jennifer Coolidge, Kerr Smith, Ken Kerman, Brian Gaskill, Christian Kane, Charlie Weber, David Youse, Chris Weitz, Diane McBain, Matt McGrath, Thomas Gibson, Billy Porter, Ben Weber"
Kicking and Screaming,1995,"Josh Hamilton, Samuel Gould, Catherine Kellner, Jonathan Baumbach, Chris Eigeman, Cara Buono, Olivia d'Abo, Parker Posey, Elliott Gould, Eric Stoltz, Perrey Reeves, Peter Czernin, Carlos Jacott, Eliza Roberts, Jason Wiles, Chris Reed, Jason S. Kassin, David DeLuise, Thea Goodman, Alexia Landeau, Tony Giglio, Richard Tacchino, Nico Baumbach, José Ignacio Álvarez, Solier Fagundez, Dave Kirsch, Matthew Kaplan, Dean Cameron, Marissa Ribisi, Kaela Dobkin, Sal Viscuso, Jessica Hecht, Nora Perricone, Melanie Koch, Paul Speaks, John Lehr, Noah Baumbach, Lauren Katz"
Wide Awake,1998,"Julia Stiles, Dana Delany, Joseph Cross, Rosie O'Donnell, Robert Loggia, Denis Leary, Dan Lauria, Camryn Manheim, Michael Shulman, Timothy Reifsnyder, Vicki Giunta"
The Amazing Panda Adventure,1995,"Stephen Lang, Yi Ding, Ryan Slater, Doug Abrahams, Brian Wagner, Wang Fei, Zhou Jian Zhong, Yao Er Ga, O Mi Jia Can, Cheu Gang, He Yu, Yeh Hui, Shou Wei, Isabella Hofmann, Za Xi Wan Dui, Yu Lang, Li Zhen Dou, Ding San An, Lang Ping, Daniella Evangelista, John Willett, Joanne Dorian"
Aftershock: Earthquake in New York,1999,"J. R. Bourne, Sharon Lawrence, Charles S. Dutton, Cicely Tyson, Jennifer Garner, Tom Skerritt, Erika Eleniak, Lisa Nicole Carson, Rachel Ticotin, Fred Weller, Mitchell Ryan"
"Perfect Murder, Perfect Town",2000,"Kris Kristofferson, Marg Helgenberger, Ann-Margret, Sean Whalen, Scott Cohen, John Rubinstein, Dennis Boutsikaris, Deirdre Lovejoy, Ken Howard, Margo Martindale, John Heard, Ronny Cox, Peter Friedman, Dyanne Iandoli, Murphy Guyer, John Bennett Ramsey, Patsy Ramsey, Lincoln Hoppe"
Cop Land,1997,"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro, Peter Berg, Janeane Garofalo, Annabella Sciorra, Arthur J. Nascarella, Robert Patrick, Michael Rapaport, Edie Falco, Noah Emmerich, Cathy Moriarty, Malik Yoba, John Spencer, Frank Vincent, Victor Williams, Paul Calderón, John Doman, Debbie Harry, Vincent Laresca, Oliver Solomon, Terri Towns, David Butler, Brad Beyer, Charles Dumas, John Johnson, Frank Pellegrino, Robert John Burke, John Ventimiglia, Terry Serpico, Method Man, Sean Cullen, Paul Herman, Mel Gorham, Graciela Lecube, Chris Conte, Anthony Citro, Alexandra Adi, Mark Casella, Timothy Stickney, William Kalaidjian, Sean Runnette, Michael Gaston, Ben Ellerin, David Díaz, Tracy O. Emory, Robert W. Castle, Bruce Altman, Carly Fordham, Tony Giorgio, Kevin O'Sullivan, Kevin O'Sullivan, Louis D'Alto, Sylvia Kahn, Ronn Munro, John Henry, Richard Lisi, Hans Moody, Garry Pastore, Tony Sirico, Peter Wise, P.J. Brown, Manuel Corrado, Jeffrey H. Kaufman, Europe Harmon, Rene Ojeda, S. Michael Bellomo, David W. Butler, Christopher Del Gaudio, Adrian Lee, Marshall Dancing Elk Lucas, Floyd Resnick, Geraldo Rivera"
